Name,rank,count,prop100k,cum_prop100k
Guevara,746,46454,15.75,37529.28
Stafford,747,46394,15.73,37545.01
English,748,46393,15.73,37560.74
Hurst,749,46244,15.68,37576.41
Woodard,750,46240,15.68,37592.09
Cortes,751,46229,15.67,37607.76
Shannon,752,46147,15.64,37623.4
Kemp,753,46146,15.64,37639.05
Nolan,754,46054,15.61,37654.66
Mccullough,755,45852,15.54,37670.2
Merritt,756,45594,15.46,37685.66
Murillo,757,45558,15.44,37701.11
Moon,758,45528,15.43,37716.54
Salgado,759,45469,15.41,37731.95
Strong,760,45432,15.4,37747.36
Kline,761,45390,15.39,37762.74
Cordova,762,45305,15.36,37778.1
Barajas,763,45153,15.31,37793.41
Roach,764,45019,15.26,37808.67
Rosas,765,44938,15.23,37823.91
Winters,766,44914,15.23,37839.13
Jacobson,767,44808,15.19,37854.32
Lester,768,44784,15.18,37869.5
Knox,769,44742,15.17,37884.67
Bullock,770,44740,15.17,37899.84
Kerr,771,44711,15.16,37915
Leach,772,44581,15.11,37930.11
Meadows,773,44500,15.09,37945.2
Orr,774,44388,15.05,37960.24
Davila,774,44388,15.05,37975.29
Whitehead,776,44373,15.04,37990.33
Pruitt,777,44365,15.04,38005.37
Kent,778,44325,15.03,38020.4
Conway,779,44320,15.02,38035.43
Mckee,780,44137,14.96,38050.39
Barr,781,44130,14.96,38065.35
David,782,44040,14.93,38080.28
Dejesus,783,44038,14.93,38095.21
Marin,784,43904,14.88,38110.09
Berger,785,43851,14.87,38124.96
Mcintyre,786,43842,14.86,38139.82
Blankenship,787,43830,14.86,38154.68
Gaines,788,43821,14.86,38169.53
Palacios,789,43798,14.85,38184.38
Cuevas,790,43701,14.81,38199.2
Bartlett,791,43648,14.8,38213.99
Durham,792,43635,14.79,38228.79
Dorsey,793,43631,14.79,38243.58
Mccall,794,43483,14.74,38258.32
Odonnell,795,43460,14.73,38273.05
Stein,796,43389,14.71,38287.76
Browning,797,43329,14.69,38302.45
Stout,798,43305,14.68,38317.13
Lowery,799,43278,14.67,38331.8
Sloan,800,43261,14.67,38346.47
Mclean,801,43260,14.67,38361.13
Hendricks,802,43197,14.64,38375.78
Calhoun,803,43180,14.64,38390.42
Sexton,804,43133,14.62,38405.04
Chung,805,43110,14.61,38419.65
Gentry,806,43027,14.59,38434.24
Hull,807,43018,14.58,38448.82
Duarte,808,42983,14.57,38463.39
Ellison,809,42827,14.52,38477.91
Nielsen,810,42773,14.5,38492.41
Gillespie,811,42693,14.47,38506.89
Buck,812,42639,14.45,38521.34
Middleton,813,42578,14.43,38535.78
Sellers,814,42577,14.43,38550.21
Leblanc,815,42575,14.43,38564.64
Esparza,816,42559,14.43,38579.07
Hardin,817,42469,14.4,38593.47
Bradshaw,818,42465,14.4,38607.86
Mcintosh,819,42379,14.37,38622.23
Howe,820,42265,14.33,38636.56
Livingston,821,42103,14.27,38650.83
Frost,822,42015,14.24,38665.07
Glass,823,41802,14.17,38679.25
Morse,824,41774,14.16,38693.41
Knapp,825,41771,14.16,38707.57
Herman,826,41750,14.15,38721.72
Stark,827,41735,14.15,38735.87
Bravo,828,41700,14.14,38750.01
Noble,829,41667,14.13,38764.13
Spears,830,41665,14.12,38778.26
Weeks,831,41565,14.09,38792.35
Corona,832,41553,14.09,38806.43
Frederick,833,41394,14.03,38820.47
Buckley,834,41348,14.02,38834.48
Mcfarland,835,41300,14,38848.49
Hebert,836,41275,13.99,38862.48
Enriquez,837,41271,13.99,38876.47
Hickman,838,41163,13.95,38890.42
Quintero,839,41158,13.95,38904.38
Randolph,840,41129,13.94,38918.32
Schaefer,841,41063,13.92,38932.24
Walls,842,41025,13.91,38946.15
Trejo,843,41021,13.91,38960.05
House,844,41000,13.9,38973.95
Reilly,845,40884,13.86,38987.81
Pennington,846,40854,13.85,39001.66
Michael,847,40736,13.81,39015.47
Conrad,848,40707,13.8,39029.27
Giles,849,40598,13.76,39043.04
Benjamin,850,40590,13.76,39056.8
Crosby,851,40563,13.75,39070.55
Fitzpatrick,852,40449,13.71,39084.26
Donovan,853,40410,13.7,39097.96
Mays,854,40408,13.7,39111.66
Mahoney,855,40397,13.69,39125.35
Valentine,856,40395,13.69,39139.05
Raymond,857,40275,13.65,39152.7
Medrano,858,40261,13.65,39166.35
Hahn,859,40250,13.65,39179.99
Mcmillan,860,40237,13.64,39193.64
Small,861,40212,13.63,39207.27
Bentley,862,40193,13.63,39220.89
Felix,863,40165,13.62,39234.51
Peck,864,40055,13.58,39248.09
Lucero,865,39986,13.56,39261.64
Boyle,866,39921,13.53,39275.18
Hanna,867,39890,13.52,39288.7
Pace,868,39879,13.52,39302.22
Rush,869,39802,13.49,39315.71
Hurley,870,39796,13.49,39329.2
Harding,871,39787,13.49,39342.69
Mcconnell,872,39754,13.48,39356.17
Bernal,873,39693,13.46,39369.62
Nava,874,39670,13.45,39383.07
Ayers,875,39623,13.43,39396.51
Everett,876,39593,13.42,39409.93
Ventura,877,39580,13.42,39423.35
Avery,878,39564,13.41,39436.76
Pugh,879,39559,13.41,39450.17
Mayer,880,39555,13.41,39463.58
Bender,881,39551,13.41,39476.99
Shepard,882,39430,13.37,39490.35
Mcmahon,883,39411,13.36,39503.71
Landry,884,39391,13.35,39517.07
Case,885,39319,13.33,39530.4
Sampson,886,39277,13.32,39543.71
Moses,887,39216,13.29,39557.01
Magana,888,39105,13.26,39570.26
Blackburn,889,39097,13.25,39583.52
Dunlap,890,39063,13.24,39596.76
Gould,891,38924,13.2,39609.96
Duffy,892,38835,13.17,39623.12
Vaughan,893,38830,13.16,39636.29
Herring,894,38733,13.13,39649.42
Mckay,895,38681,13.11,39662.53
Espinosa,896,38667,13.11,39675.64
Rivers,897,38662,13.11,39688.74
Farley,898,38528,13.06,39701.81
Bernard,899,38512,13.06,39714.86
Ashley,900,38499,13.05,39727.91
Friedman,901,38374,13.01,39740.92
Potts,902,38277,12.98,39753.9
Truong,903,38267,12.97,39766.87
Costa,904,38265,12.97,39779.84
Correa,905,38232,12.96,39792.8
Blevins,906,38229,12.96,39805.76
Nixon,907,38147,12.93,39818.7
Clements,908,38044,12.9,39831.59
Fry,909,38029,12.89,39844.49
Delarosa,910,37932,12.86,39857.34
Best,911,37923,12.86,39870.2
Benton,912,37912,12.85,39883.05
Lugo,913,37903,12.85,39895.9
Portillo,914,37890,12.84,39908.75
Dougherty,915,37884,12.84,39921.59
Crane,916,37870,12.84,39934.43
Haley,917,37858,12.83,39947.26
Phan,918,37836,12.83,39960.09
Villalobos,919,37754,12.8,39972.89
Blanchard,920,37695,12.78,39985.67
Horne,921,37689,12.78,39998.44
Finley,922,37672,12.77,40011.21
Quintana,923,37657,12.77,40023.98
Lynn,924,37644,12.76,40036.74
Esquivel,925,37578,12.74,40049.48
Bean,926,37571,12.74,40062.22
Dodson,927,37566,12.74,40074.95
Mullen,928,37502,12.71,40087.67
Xiong,929,37499,12.71,40100.38
Hayden,930,37451,12.7,40113.08
Cano,931,37368,12.67,40125.74
Levy,932,37228,12.62,40138.36
Huber,933,37170,12.6,40150.97
Richmond,934,37053,12.56,40163.53
Moyer,935,37050,12.56,40176.09
Lim,936,37021,12.55,40188.64
Frye,937,36973,12.53,40201.17
Sheppard,938,36960,12.53,40213.7
Mccarty,939,36944,12.52,40226.22
Avalos,940,36922,12.52,40238.74
Booker,941,36840,12.49,40251.23
Waller,942,36805,12.48,40263.71
Parra,943,36765,12.46,40276.17
Woodward,944,36764,12.46,40288.63
Jaramillo,945,36755,12.46,40301.09
Krueger,946,36743,12.46,40313.55
Rasmussen,947,36636,12.42,40325.97
Brandt,948,36613,12.41,40338.38
Peralta,949,36585,12.4,40350.79
Donaldson,950,36558,12.39,40363.18
Stuart,951,36540,12.39,40375.57
Faulkner,952,36466,12.36,40387.93
Maynard,953,36460,12.36,40400.29
Galindo,954,36429,12.35,40412.64
Coffey,955,36423,12.35,40424.99
Estes,956,36318,12.31,40437.3
Sanford,957,36312,12.31,40449.61
Burch,958,36269,12.3,40461.9
Maddox,959,36250,12.29,40474.19
Vo,960,36236,12.28,40486.48
Oconnell,961,36194,12.27,40498.75
Vu,962,36179,12.26,40511.01
Andersen,963,36150,12.26,40523.27
Spence,964,36129,12.25,40535.51
Mcpherson,965,36125,12.25,40547.76
Church,966,36072,12.23,40559.99
Schmitt,967,36043,12.22,40572.21
Stanton,968,35997,12.2,40584.41
Leal,969,35958,12.19,40596.6
Cherry,970,35877,12.16,40608.76
Compton,971,35830,12.15,40620.91
Dudley,972,35781,12.13,40633.04
Sierra,973,35770,12.13,40645.17
Pollard,974,35749,12.12,40657.29
Alfaro,975,35725,12.11,40669.4
Hester,976,35642,12.08,40681.48
Proctor,977,35636,12.08,40693.56
Lu,978,35628,12.08,40705.64
Hinton,979,35606,12.07,40717.71
Novak,980,35461,12.02,40729.73
Good,981,35446,12.02,40741.75
Madden,982,35438,12.01,40753.76
Mccann,983,35408,12,40765.77
Terrell,983,35408,12,40777.77
Jarvis,985,35350,11.98,40789.75
Dickson,986,35312,11.97,40801.72
Reyna,987,35291,11.96,40813.69
Cantrell,988,35266,11.96,40825.64
Mayo,989,35228,11.94,40837.59
Branch,990,35225,11.94,40849.53
Hendrix,991,35194,11.93,40861.46
Rollins,992,35132,11.91,40873.37
Rowland,993,35121,11.91,40885.27
Whitney,994,35118,11.91,40897.18
Duke,995,35053,11.88,40909.06
Odom,996,35020,11.87,40920.94
Daugherty,997,34987,11.86,40932.8
Travis,998,34985,11.86,40944.66
Tang,999,34961,11.85,40956.51
Archer,1000,34949,11.85,40968.36
Haas,1001,34918,11.84,40980.19
Galloway,1002,34909,11.83,40992.03
Bray,1003,34906,11.83,41003.86
Nieves,1004,34896,11.83,41015.69
Petty,1005,34882,11.83,41027.52
Mcgrath,1006,34871,11.82,41039.34
Kaufman,1007,34844,11.81,41051.15
Holden,1008,34824,11.81,41062.96
Krause,1009,34722,11.77,41074.73
Baird,1010,34721,11.77,41086.5
Riggs,1011,34506,11.7,41098.2
Braun,1012,34491,11.69,41109.89
Werner,1013,34488,11.69,41121.58
Quinones,1014,34468,11.68,41133.26
Saldana,1015,34434,11.67,41144.94
Mercer,1016,34431,11.67,41156.61
Hatfield,1017,34381,11.66,41168.27
Mcneil,1018,34368,11.65,41179.92
Irwin,1019,34297,11.63,41191.54
Hooper,1020,34247,11.61,41203.15
Hays,1021,34191,11.59,41214.74
Joyce,1022,34132,11.57,41226.32
Mcknight,1023,34055,11.54,41237.86
Gamble,1024,34005,11.53,41249.39
Downs,1025,33922,11.5,41260.89
Pierre,1026,33913,11.5,41272.38
Haney,1027,33898,11.49,41283.88
Forbes,1028,33813,11.46,41295.34
Saenz,1029,33787,11.45,41306.79
Davies,1030,33753,11.44,41318.24
Vera,1031,33674,11.42,41329.65
Levine,1032,33637,11.4,41341.05
Mooney,1033,33555,11.38,41352.43
John,1034,33543,11.37,41363.8
Rosa,1035,33521,11.36,41375.17
Riddle,1036,33507,11.36,41386.52
Key,1037,33501,11.36,41397.88
Cho,1038,33490,11.35,41409.23
Kaiser,1039,33480,11.35,41420.58
Holder,1040,33465,11.34,41431.93
Bird,1041,33457,11.34,41443.27
Bonner,1042,33446,11.34,41454.61
Ferrell,1043,33418,11.33,41465.94
Cotton,1044,33374,11.31,41477.25
Dotson,1045,33347,11.3,41488.56
Mcgowan,1046,33340,11.3,41499.86
Barlow,1047,33335,11.3,41511.16
Shea,1048,33329,11.3,41522.46
Ewing,1049,33314,11.29,41533.75
Bright,1050,33281,11.28,41545.04
Becerra,1051,33274,11.28,41556.32
Lindsay,1052,33255,11.27,41567.59
Ritter,1053,33252,11.27,41578.86
Cooley,1054,33231,11.27,41590.13
Fritz,1055,33224,11.26,41601.39
Cooke,1056,33223,11.26,41612.65
Delaney,1057,33218,11.26,41623.92
Amaya,1057,33218,11.26,41635.18
Chaney,1059,33201,11.26,41646.43
Kidd,1060,33186,11.25,41657.68
Velasco,1061,33078,11.21,41668.9
Ngo,1062,33005,11.19,41680.08
Cheng,1063,32982,11.18,41691.27
Newell,1064,32909,11.16,41702.42
Frey,1065,32904,11.15,41713.58
Carney,1066,32897,11.15,41724.73
Barrios,1067,32873,11.14,41735.87
Bolton,1068,32815,11.12,41747
Holman,1069,32788,11.12,41758.11
Tovar,1070,32760,11.11,41769.22
Cardona,1071,32727,11.09,41780.31
Dailey,1072,32719,11.09,41791.41
Merrill,1073,32620,11.06,41802.46
Cowan,1074,32586,11.05,41813.51
Slater,1075,32584,11.05,41824.56
Albert,1076,32507,11.02,41835.58
Justice,1077,32480,11.01,41846.59
Osborn,1078,32439,11,41857.59
Carver,1079,32415,10.99,41868.57
Lancaster,1080,32362,10.97,41879.55
Goff,1081,32298,10.95,41890.49
Zapata,1082,32274,10.94,41901.44
Fulton,1083,32258,10.94,41912.37
Kang,1084,32221,10.92,41923.29
Sears,1085,32206,10.92,41934.21
Lehman,1086,32180,10.91,41945.12
Byers,1087,32174,10.91,41956.03
Snider,1088,32148,10.9,41966.93
Law,1089,32122,10.89,41977.82
Tan,1090,32120,10.89,41988.71
Lake,1091,32104,10.88,41999.59
Lutz,1092,32050,10.87,42010.45
Costello,1093,32043,10.86,42021.32
Gay,1094,32025,10.86,42032.17
Guthrie,1095,31956,10.83,42043.01
Gallardo,1096,31909,10.82,42053.82
Workman,1097,31856,10.8,42064.62
Mcfadden,1098,31839,10.79,42075.42
Blanco,1099,31800,10.78,42086.2
Gorman,1100,31788,10.78,42096.97
Katz,1101,31780,10.77,42107.75
Kuhn,1102,31776,10.77,42118.52
Noel,1103,31768,10.77,42129.29
Valle,1104,31716,10.75,42140.04
Marino,1105,31687,10.74,42150.78
Hong,1106,31670,10.74,42161.52
Springer,1107,31643,10.73,42172.25
Pickett,1108,31611,10.72,42182.96
Aguilera,1109,31581,10.71,42193.67
Witt,1110,31575,10.7,42204.37
Carrasco,1110,31575,10.7,42215.08
Donahue,1112,31563,10.7,42225.78
Kinney,1113,31558,10.7,42236.48
Donnelly,1114,31505,10.68,42247.16
Britt,1115,31474,10.67,42257.83
Craft,1116,31452,10.66,42268.49
Odell,1117,31349,10.63,42279.12
Daly,1118,31330,10.62,42289.74
Winter,1119,31310,10.61,42300.35
Abraham,1120,31303,10.61,42310.96
Baez,1121,31298,10.61,42321.57
Rodrigues,1122,31280,10.6,42332.18
Wooten,1123,31249,10.59,42342.77
Hartley,1124,31221,10.58,42353.36
Ng,1125,31210,10.58,42363.94
Kendall,1126,31209,10.58,42374.52
Cleveland,1127,31123,10.55,42385.07
Crowley,1128,31098,10.54,42395.61
Pearce,1129,31060,10.53,42406.14
Dillard,1130,31021,10.52,42416.66
Wilder,1131,31018,10.52,42427.17
Lange,1132,30984,10.5,42437.68
Shoemaker,1133,30934,10.49,42448.16
Flanagan,1134,30887,10.47,42458.63
Bruno,1135,30883,10.47,42469.1
Segura,1136,30880,10.47,42479.57
Beach,1137,30867,10.46,42490.04
Castellanos,1138,30859,10.46,42500.5
Tillman,1139,30825,10.45,42510.95
Alford,1140,30771,10.43,42521.38
Finch,1141,30769,10.43,42531.81
Mcleod,1141,30769,10.43,42542.24
Mackey,1143,30749,10.42,42552.66
Dodd,1144,30732,10.42,42563.08
Emerson,1145,30702,10.41,42573.49
Minor,1145,30702,10.41,42583.9
Muniz,1147,30695,10.41,42594.3
Alston,1148,30693,10.41,42604.71
Maloney,1149,30671,10.4,42615.11
Childers,1150,30570,10.36,42625.47
Mcdermott,1151,30528,10.35,42635.82
Moser,1152,30483,10.33,42646.15
Vogel,1153,30470,10.33,42656.48
Mccabe,1154,30401,10.31,42666.79
Dang,1155,30389,10.3,42677.09
Alonso,1155,30389,10.3,42687.39
Saucedo,1157,30374,10.3,42697.69
Starr,1158,30363,10.29,42707.98
Do,1159,30301,10.27,42718.26
Hurtado,1160,30286,10.27,42728.52
Kirkland,1161,30283,10.27,42738.79
Hendrickson,1162,30259,10.26,42749.05
Holley,1163,30231,10.25,42759.3
Cordero,1164,30158,10.22,42769.52
Franks,1165,30155,10.22,42779.74
Guillen,1166,30153,10.22,42789.97
Welsh,1166,30153,10.22,42800.19
Ratliff,1168,30083,10.2,42810.39
Sweet,1169,30051,10.19,42820.57
Talley,1170,30014,10.17,42830.75
Whitfield,1171,29962,10.16,42840.91
Crowe,1172,29953,10.15,42851.06
Goldstein,1173,29938,10.15,42861.21
England,1174,29926,10.15,42871.35
Pereira,1175,29898,10.14,42881.49
Ly,1176,29891,10.13,42891.62
Joyner,1177,29884,10.13,42901.75
Richter,1178,29880,10.13,42911.88
Farris,1179,29877,10.13,42922.01
Tracy,1180,29867,10.13,42932.14
Bacon,1181,29860,10.12,42942.26
Han,1182,29847,10.12,42952.38
Gibbons,1183,29824,10.11,42962.49
Mayfield,1184,29805,10.1,42972.59
Hoang,1185,29798,10.1,42982.69
Elder,1186,29796,10.1,42992.8
Lau,1187,29792,10.1,43002.89
Dale,1188,29757,10.09,43012.98
Camp,1189,29753,10.09,43023.07
Connolly,1190,29710,10.07,43033.14
Hewitt,1191,29694,10.07,43043.21
Cramer,1192,29691,10.07,43053.27
Goldberg,1193,29603,10.04,43063.31
Morin,1194,29593,10.03,43073.34
Sutherland,1195,29585,10.03,43083.37
Kaplan,1196,29582,10.03,43093.4
Mcallister,1197,29544,10.02,43103.41
Byrne,1198,29503,10,43113.42
Osorio,1199,29482,9.99,43123.41
Cash,1200,29476,9.99,43133.4
Haines,1201,29462,9.99,43143.39
Meeks,1202,29457,9.99,43153.38
Wynn,1203,29417,9.97,43163.35
Gilliam,1204,29414,9.97,43173.32
Vigil,1205,29382,9.96,43183.28
Hickey,1206,29350,9.95,43193.23
Connor,1207,29346,9.95,43203.18
Pate,1208,29327,9.94,43213.12
Zepeda,1209,29252,9.92,43223.04
Hatcher,1210,29235,9.91,43232.95
Escobedo,1211,29185,9.89,43242.84
Arredondo,1212,29173,9.89,43252.73
Hyde,1213,29094,9.86,43262.6
Christopher,1214,29067,9.85,43272.45
Mobley,1215,29065,9.85,43282.3
Kessler,1216,29064,9.85,43292.16
Britton,1217,29040,9.84,43302
Ritchie,1217,29040,9.84,43311.85
Romano,1219,29018,9.84,43321.68
Oneil,1220,28949,9.81,43331.5
Tyson,1221,28947,9.81,43341.31
Bui,1222,28919,9.8,43351.11
Hilton,1223,28918,9.8,43360.92
Caballero,1224,28903,9.8,43370.72
Downing,1225,28880,9.79,43380.51
Sharpe,1226,28879,9.79,43390.3
Guy,1227,28852,9.78,43400.08
Holcomb,1227,28852,9.78,43409.86
Rankin,1229,28821,9.77,43419.63
Godfrey,1230,28734,9.74,43429.37
Chamberlain,1231,28727,9.74,43439.11
Fink,1232,28701,9.73,43448.84
Hollis,1233,28617,9.7,43458.54
Foreman,1234,28605,9.7,43468.24
Carranza,1235,28581,9.69,43477.93
Sharma,1236,28559,9.68,43487.61
Kern,1237,28547,9.68,43497.29
Chu,1238,28508,9.66,43506.95
Knowles,1239,28460,9.65,43516.6
Ma,1240,28452,9.65,43526.24
Madison,1241,28411,9.63,43535.88
Childs,1242,28359,9.61,43545.49
Belcher,1243,28321,9.6,43555.09
Wills,1244,28219,9.57,43564.66
Womack,1245,28201,9.56,43574.22
Dye,1246,28182,9.55,43583.77
Arthur,1247,28102,9.53,43593.3
Grace,1248,28098,9.53,43602.82
Baca,1249,28082,9.52,43612.34
Rutherford,1250,28079,9.52,43621.86
Sorensen,1251,28069,9.52,43631.38
Mccray,1252,28024,9.5,43640.88
Hastings,1253,28015,9.5,43650.38
Pierson,1254,27983,9.49,43659.86
Chacon,1255,27982,9.49,43669.35
Renteria,1256,27976,9.48,43678.83
Mohamed,1257,27972,9.48,43688.32
Nicholas,1258,27922,9.47,43697.78
Kendrick,1259,27915,9.46,43707.24
Ferreira,1260,27898,9.46,43716.7
Lockhart,1261,27883,9.45,43726.15
Boggs,1262,27880,9.45,43735.61
Pryor,1263,27805,9.43,43745.03
Doherty,1264,27787,9.42,43754.45
Sargent,1265,27786,9.42,43763.87
Kenney,1266,27759,9.41,43773.28
Tuttle,1267,27751,9.41,43782.69
Denton,1268,27742,9.4,43792.09
Magee,1269,27720,9.4,43801.49
Jamison,1270,27697,9.39,43810.88
Lyon,1271,27690,9.39,43820.27
Locke,1272,27643,9.37,43829.64
Puckett,1273,27627,9.37,43839.01
Coronado,1274,27626,9.37,43848.37
Olvera,1275,27551,9.34,43857.71
Sykes,1276,27546,9.34,43867.05
Manuel,1277,27529,9.33,43876.38
Burks,1278,27523,9.33,43885.71
Chin,1279,27487,9.32,43895.03
Quiroz,1280,27452,9.31,43904.34
Hopper,1281,27353,9.27,43913.61
Mcgill,1282,27330,9.27,43922.87
Dolan,1283,27329,9.26,43932.14
Mckenna,1284,27293,9.25,43941.39
Head,1285,27292,9.25,43950.64
Montano,1286,27276,9.25,43959.89
Paredes,1287,27274,9.25,43969.14
Delatorre,1288,27265,9.24,43978.38
Langley,1289,27252,9.24,43987.62
Sinclair,1290,27243,9.24,43996.85
Dwyer,1291,27240,9.23,44006.09
Shirley,1292,27224,9.23,44015.32
Muller,1293,27216,9.23,44024.54
Courtney,1294,27205,9.22,44033.77
Slaughter,1295,27155,9.21,44042.97
Polk,1296,27094,9.19,44052.16
Lemus,1297,27079,9.18,44061.34
Covington,1298,27068,9.18,44070.51
Madrigal,1299,27033,9.16,44079.68
Clemons,1300,27022,9.16,44088.84
Rosado,1301,26998,9.15,44097.99
Broussard,1302,26971,9.14,44107.13
Mcginnis,1303,26953,9.14,44116.27
Hatch,1304,26903,9.12,44125.39
Sheehan,1305,26902,9.12,44134.51
Rutledge,1306,26887,9.11,44143.63
Corbin,1307,26876,9.11,44152.74
Dempsey,1308,26863,9.11,44161.85
Garland,1309,26779,9.08,44170.92
Carmona,1310,26774,9.08,44180
Bowling,1311,26762,9.07,44189.07
Burris,1312,26760,9.07,44198.14
Whitley,1313,26732,9.06,44207.21
Hamm,1314,26726,9.06,44216.27
Bland,1315,26722,9.06,44225.33
Bermudez,1316,26691,9.05,44234.37
Stinson,1317,26681,9.05,44243.42
Pike,1318,26655,9.04,44252.46
Orellana,1319,26651,9.03,44261.49
Downey,1320,26627,9.03,44270.52
Varela,1321,26621,9.02,44279.54
Harden,1322,26617,9.02,44288.57
Couch,1323,26615,9.02,44297.59
Dickinson,1324,26607,9.02,44306.61
Cassidy,1325,26590,9.01,44315.62
Rucker,1326,26581,9.01,44324.63
Gabriel,1327,26578,9.01,44333.64
Herron,1328,26559,9,44342.65
Mcnamara,1329,26534,9,44351.64
Rouse,1330,26519,8.99,44360.63
Burt,1331,26475,8.98,44369.61
Battle,1332,26432,8.96,44378.57
Gustafson,1333,26421,8.96,44387.52
Herbert,1334,26417,8.96,44396.48
Dunbar,1335,26405,8.95,44405.43
Webber,1335,26405,8.95,44414.38
Boyce,1337,26376,8.94,44423.33
Dewitt,1338,26348,8.93,44432.26
Rosenberg,1339,26307,8.92,44441.18
Simms,1340,26287,8.91,44450.09
Woodruff,1341,26286,8.91,44459
Brandon,1342,26284,8.91,44467.91
Romo,1343,26283,8.91,44476.82
Hutchins,1344,26251,8.9,44485.72
Kirkpatrick,1344,26251,8.9,44494.62
Corbett,1346,26246,8.9,44503.51
Granados,1347,26187,8.88,44512.39
Rossi,1348,26183,8.88,44521.27
Goss,1349,26179,8.87,44530.14
Lott,1350,26174,8.87,44539.02
Leyva,1351,26153,8.87,44547.88
Hinojosa,1352,26146,8.86,44556.75
Gil,1353,26112,8.85,44565.6
Crabtree,1354,26104,8.85,44574.45
Grady,1355,26103,8.85,44583.3
Mcclellan,1356,26060,8.83,44592.13
Kumar,1357,25986,8.81,44600.94
Fraser,1358,25961,8.8,44609.74
Rico,1359,25954,8.8,44618.54
Bingham,1360,25941,8.79,44627.33
Soriano,1361,25916,8.79,44636.12
Sterling,1362,25894,8.78,44644.9
Fonseca,1363,25863,8.77,44653.67
Madrid,1364,25854,8.76,44662.43
Emery,1365,25839,8.76,44671.19
Singer,1366,25828,8.76,44679.95
Aragon,1367,25801,8.75,44688.69
Aquino,1368,25783,8.74,44697.43
Elmore,1369,25774,8.74,44706.17
Worley,1370,25758,8.73,44714.9
Simons,1371,25755,8.73,44723.63
Quezada,1372,25752,8.73,44732.36
Ott,1373,25738,8.73,44741.09
Ocampo,1374,25720,8.72,44749.81
Aviles,1375,25716,8.72,44758.53
Nieto,1376,25701,8.71,44767.24
Ervin,1377,25698,8.71,44775.95
Gore,1378,25648,8.69,44784.65
Shafer,1379,25641,8.69,44793.34
Weston,1380,25637,8.69,44802.03
Xu,1381,25622,8.69,44810.72
Plummer,1382,25596,8.68,44819.39
Michel,1383,25578,8.67,44828.06
Paz,1384,25574,8.67,44836.73
Yanez,1385,25563,8.67,44845.4
Gregg,1386,25554,8.66,44854.06
Abrams,1387,25534,8.66,44862.72
Smart,1388,25528,8.65,44871.37
Beatty,1389,25510,8.65,44880.02
Serna,1390,25503,8.65,44888.67
Meier,1391,25486,8.64,44897.31
Robison,1392,25450,8.63,44905.94
Swartz,1393,25444,8.63,44914.56
Seymour,1394,25436,8.62,44923.18
Gleason,1395,25416,8.62,44931.8
Vela,1396,25414,8.62,44940.42
Padgett,1397,25413,8.62,44949.03
Ackerman,1398,25401,8.61,44957.64
